"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 16 22:50:44 EEST 2022","Fri Sep 16 22:50:51 EEST 2022","6465","chromium","","Signing in","","","Sign in with empty password",""
"passed","Fri Sep 16 22:50:44 EEST 2022","Fri Sep 16 22:50:52 EEST 2022","7928","chromium","","Signing in","","","Sign In with valid credentials",""
"passed","Fri Sep 16 22:50:44 EEST 2022","Fri Sep 16 22:50:53 EEST 2022","8798","chromium","","Signing in","","","Sign in with invalid login and password",""
"passed","Fri Sep 16 22:50:44 EEST 2022","Fri Sep 16 22:50:51 EEST 2022","6467","chromium","","Signing in","","","Sign in with empty login",""
"passed","Fri Sep 16 22:50:44 EEST 2022","Fri Sep 16 22:50:51 EEST 2022","6782","chromium","","Signing in","","","Sign in with empty login and password",""
